game_id,side,id,year,region,round,high_bracket_seed,high_bracket_team,low_bracket_seed,low_bracket_team,high_bracket_score,low_bracket_score,point_diff,point_total,win
20253113a,a,3113,2025,South,Sweet 16,1,2025 Auburn,5,Michigan,78,65,13,143,1
20253113a,a,3113,2025,South,Sweet 16,6,2025 Mississippi,2,2025 Michigan St.,70,73,-3,143,0
20253213a,a,3213,2025,East,Sweet 16,1,2025 Duke,4,2025 Arizona,100,93,7,193,1
20253214a,a,3214,2025,East,Sweet 16,6,2025 BYU,2,2025 Alabama,88,113,-25,201,0
20253313a,a,3313,2025,Midwest,Sweet 16,1,2025 Houston,4,2025 Purdue,62,60,2,122,1
20253314a,a,3314,2025,Midwest,Sweet 16,3,2025 Kentucky,2,2025 Tennessee,65,78,-13,143,0
20253413a,a,3413,2025,West,Sweet 16,1,2025 Florida,4,2025 Maryland,87,71,16,158,1
20253414a,a,3414,2025,West,Sweet 16,3,2025 Texas Tech,10,2025 Arkansas,85,83,2,168,1
20254115a,a,4115,2025,South,Elite Eight,1,2025 Auburn,2,2025 Michigan St.,70,64,6,134,1
20254215a,a,4215,2025,East,Elite Eight,1,2025 Duke,2,2025 Alabama,85,65,20,150,1
20254315a,a,4315,2025,Midwest,Elite Eight,1,2025 Houston,2,2025 Tennessee,69,50,19,119,1
20254415a,a,4415,2025,West,Elite Eight,1,2025 Florida,3,2025 Texas Tech,84,79,5,163,1
20255516a,a,5516,2025,Final Four,Final Four,1,2025 Auburn,1,2025 Florida,73,79,-6,152,0
20255517a,a,5517,2025,Final Four,Final Four,1,2025 Duke,1,2025 Houston,67,70,-3,137,0
20255618a,a,5618,2025,Final Four,Championship,1,2025 Florida,1,2025 Houston,65,63,2,128,1
20041101b,b,1101,2004,East,First Round,16,2004 Liberty,1,2004 Saint Joseph's,63,82,-19,145,0
20041102b,b,1102,2004,East,First Round,9,2004 Charlotte,8,2004 Texas Tech,73,76,-3,149,0
20041103b,b,1103,2004,East,First Round,12,2004 Manhattan,5,2004 Florida,75,60,15,135,1
20041104b,b,1104,2004,East,First Round,13,2004 VCU,4,2004 Wake Forest,78,79,-1,157,0
20041105b,b,1105,2004,East,First Round,11,2004 Richmond,6,2004 Wisconsin,64,76,-12,140,0
20041106b,b,1106,2004,East,First Round,14,2004 UCF,3,2004 Pittsburgh,44,53,-9,97,0
20041107b,b,1107,2004,East,First Round,10,2004 South Carolina,7,2004 Memphis,43,59,-16,102,0
20041108b,b,1108,2004,East,First Round,15,2004 Eastern Washington,2,2004 Oklahoma St.,56,75,-19,131,0
20041201b,b,1201,2004,Midwest,First Round,16,2004 Florida A&M,1,2004 Kentucky,76,96,-20,172,0
20041202b,b,1202,2004,Midwest,First Round,9,2004 UAB,8,2004 Washington,102,100,2,202,1
20041203b,b,1203,2004,Midwest,First Round,12,2004 Pacific,5,2004 Providence,66,58,8,124,1
20041204b,b,1204,2004,Midwest,First Round,13,2004 Illinois Chicago,4,2004 Kansas,53,78,-25,131,0
20041205b,b,1205,2004,Midwest,First Round,11,2004 Utah,6,2004 Boston College,51,58,-7,109,0
20041206b,b,1206,2004,Midwest,First Round,14,2004 Northern Iowa,3,2004 Georgia Tech,60,65,-5,125,0
20041207b,b,1207,2004,Midwest,First Round,10,2004 Nevada,7,2004 Michigan St.,72,66,6,138,1
20041208b,b,1208,2004,Midwest,First Round,15,2004 Valparaiso,2,2004 Gonzaga,49,76,-27,125,0
20041301b,b,1301,2004,South,First Round,16,2004 Alabama St.,1,2004 Duke,61,96,-35,157,0
20041302b,b,1302,2004,South,First Round,9,2004 Arizona,8,2004 Seton Hall,76,80,-4,156,0
20041303b,b,1303,2004,South,First Round,12,2004 Murray St.,5,2004 Illinois,53,72,-19,125,0
20041304b,b,1304,2004,South,First Round,13,2004 East Tennessee St.,4,2004 Cincinnati,77,80,-3,157,0
20041305b,b,1305,2004,South,First Round,11,2004 Air Force,6,2004 North Carolina,52,63,-11,115,0
20041306b,b,1306,2004,South,First Round,14,2004 Princeton,3,2004 Texas,49,66,-17,115,0
20041307b,b,1307,2004,South,First Round,10,2004 Louisville,7,2004 Xavier,70,80,-10,150,0
20041308b,b,1308,2004,South,First Round,15,2004 Monmouth,2,2004 Mississippi St.,52,85,-33,137,0
20041401b,b,1401,2004,West,First Round,16,2004 UTSA,1,2004 Stanford,45,71,-26,116,0
20041402b,b,1402,2004,West,First Round,9,2004 Southern Illinois,8,2004 Alabama,64,65,-1,129,0
20041403b,b,1403,2004,West,First Round,12,2004 BYU,5,2004 Syracuse,75,80,-5,155,0
20041404b,b,1404,2004,West,First Round,13,2004 UTEP,4,2004 Maryland,83,86,-3,169,0
20041405b,b,1405,2004,West,First Round,11,2004 Western Michigan,6,2004 Vanderbilt,58,71,-13,129,0
20041406b,b,1406,2004,West,First Round,14,2004 Louisiana,3,2004 NC St.,52,61,-9,113,0
20041407b,b,1407,2004,West,First Round,10,2004 Dayton,7,2004 De Paul,69,76,-7,145,0
20041408b,b,1408,2004,West,First Round,15,2004 Vermont,2,2004 Connecticut,53,70,-17,123,0
20042109b,b,2109,2004,East,Second Round,8,2004 Texas Tech,1,2004 Saint Joseph's,65,70,-5,135,0
20042110b,b,2110,2004,East,Second Round,4,2004 Wake Forest,12,2004 Manhattan,84,80,4,164,1
20042111b,b,2111,2004,East,Second Round,3,2004 Pittsburgh,6,2004 Wisconsin,59,55,4,114,1
20042112b,b,2112,2004,East,Second Round,2,2004 Oklahoma St.,7,2004 Memphis,70,53,17,123,1
20042209b,b,2209,2004,Midwest,Second Round,9,2004 UAB,1,2004 Kentucky,76,75,1,151,1
20042210b,b,2210,2004,Midwest,Second Round,4,2004 Kansas,12,2004 Pacific,78,63,15,141,1
20042211b,b,2211,2004,Midwest,Second Round,3,2004 Georgia Tech,6,2004 Boston College,57,54,3,111,1
20042212b,b,2212,2004,Midwest,Second Round,2,2004 Gonzaga,10,2004 Nevada,72,91,-19,163,0
20042309b,b,2309,2004,South,Second Round,8,2004 Seton Hall,1,2004 Duke,62,90,-28,152,0
20042310b,b,2310,2004,South,Second Round,4,2004 Cincinnati,5,2004 Illinois,68,92,-24,160,0
20042311b,b,2311,2004,South,Second Round,3,2004 Texas,6,2004 North Carolina,78,75,3,153,1
20042312b,b,2312,2004,South,Second Round,2,2004 Mississippi St.,7,2004 Xavier,74,89,-15,163,0
20042409b,b,2409,2004,West,Second Round,8,2004 Alabama,1,2004 Stanford,70,67,3,137,1
20042410b,b,2410,2004,West,Second Round,4,2004 Maryland,5,2004 Syracuse,70,72,-2,142,0
20042411b,b,2411,2004,West,Second Round,3,2004 NC St.,6,2004 Vanderbilt,73,75,-2,148,0
20042412b,b,2412,2004,West,Second Round,2,2004 Connecticut,7,2004 De Paul,72,55,17,127,1
20043113b,b,3113,2004,East,Sweet 16,4,2004 Wake Forest,1,2004 Saint Joseph's,80,84,-4,164,0
20043113b,b,3113,2004,East,Sweet 16,2,2004 Oklahoma St.,3,2004 Pittsburgh,63,51,12,114,1
20043213b,b,3213,2004,Midwest,Sweet 16,4,2004 Kansas,9,2004 UAB,100,74,26,174,1
20043214b,b,3214,2004,Midwest,Sweet 16,10,2004 Nevada,3,2004 Georgia Tech,67,72,-5,139,0
20043313b,b,3313,2004,South,Sweet 16,5,2004 Illinois,1,2004 Duke,62,72,-10,134,0
20043314b,b,3314,2004,South,Sweet 16,7,2004 Xavier,3,2004 Texas,79,71,8,150,1
20043413b,b,3413,2004,West,Sweet 16,5,2004 Syracuse,8,2004 Alabama,71,80,-9,151,0
20043414b,b,3414,2004,West,Sweet 16,2,2004 Connecticut,6,2004 Vanderbilt,73,53,20,126,1
20044115b,b,4115,2004,East,Elite Eight,2,2004 Oklahoma St.,1,2004 Saint Joseph's,64,62,2,126,1
20044215b,b,4215,2004,Midwest,Elite Eight,3,2004 Georgia Tech,4,2004 Kansas,79,71,8,150,1
20044315b,b,4315,2004,South,Elite Eight,7,2004 Xavier,1,2004 Duke,63,66,-3,129,0
20044415b,b,4415,2004,West,Elite Eight,2,2004 Connecticut,8,2004 Alabama,87,71,16,158,1
20045516b,b,5516,2004,Final Four,Final Four,3,2004 Georgia Tech,2,2004 Oklahoma St.,67,65,2,132,1
20045517b,b,5517,2004,Final Four,Final Four,2,2004 Connecticut,1,2004 Duke,79,78,1,157,1
20045618b,b,5618,2004,Final Four,Championship,2,2004 Connecticut,3,2004 Georgia Tech,82,73,9,155,1
20051101b,b,1101,2005,Midwest,First Round,16,2005 Fairleigh Dickinson,1,2005 Illinois,55,67,-12,122,0
20051102b,b,1102,2005,Midwest,First Round,9,2005 Nevada,8,2005 Texas,61,57,4,118,1
20051103b,b,1103,2005,Midwest,First Round,12,2005 Milwaukee,5,2005 Alabama,83,73,10,156,1
20051104b,b,1104,2005,Midwest,First Round,13,2005 Penn,4,2005 Boston College,65,85,-20,150,0
20051105b,b,1105,2005,Midwest,First Round,11,2005 UAB,6,2005 LSU,82,68,14,150,1
20051106b,b,1106,2005,Midwest,First Round,14,2005 Utah St.,3,2005 Arizona,53,66,-13,119,0
20051107b,b,1107,2005,Midwest,First Round,10,2005 Saint Mary's,7,2005 Southern Illinois,56,65,-9,121,0
20051108b,b,1108,2005,Midwest,First Round,15,2005 Southeastern Louisiana,2,2005 Oklahoma St.,50,63,-13,113,0
20051201b,b,1201,2005,West,First Round,16,2005 Montana,1,2005 Washington,77,88,-11,165,0
20051202b,b,1202,2005,West,First Round,9,2005 Pittsburgh,8,2005 Pacific,71,79,-8,150,0
20051203b,b,1203,2005,West,First Round,12,2005 George Washington,5,2005 Georgia Tech,68,80,-12,148,0
20051204b,b,1204,2005,West,First Round,13,2005 Louisiana,4,2005 Louisville,62,68,-6,130,0
20051205b,b,1205,2005,West,First Round,11,2005 UCLA,6,2005 Texas Tech,66,78,-12,144,0
20051206b,b,1206,2005,West,First Round,14,2005 Winthrop,3,2005 Gonzaga,64,74,-10,138,0
20051207b,b,1207,2005,West,First Round,10,2005 Creighton,7,2005 West Virginia,61,63,-2,124,0
20051208b,b,1208,2005,West,First Round,15,2005 Chattanooga,2,2005 Wake Forest,54,70,-16,124,0
20051301b,b,1301,2005,South,First Round,16,2005 Oakland,1,2005 North Carolina,68,96,-28,164,0
20051302b,b,1302,2005,South,First Round,9,2005 Iowa St.,8,2005 Minnesota,64,53,11,117,1
20051303b,b,1303,2005,South,First Round,12,2005 New Mexico,5,2005 Villanova,47,55,-8,102,0
20051304b,b,1304,2005,South,First Round,13,2005 Ohio,4,2005 Florida,62,67,-5,129,0
20051305b,b,1305,2005,South,First Round,11,2005 Northern Iowa,6,2005 Wisconsin,52,57,-5,109,0
20051306b,b,1306,2005,South,First Round,14,2005 Bucknell,3,2005 Kansas,64,63,1,127,1
20051307b,b,1307,2005,South,First Round,10,2005 NC St.,7,2005 Charlotte,75,63,12,138,1
20051308b,b,1308,2005,South,First Round,15,2005 UCF,2,2005 Connecticut,71,77,-6,148,0
20051401b,b,1401,2005,East,First Round,16,2005 Delaware St.,1,2005 Duke,46,57,-11,103,0
20051402b,b,1402,2005,East,First Round,9,2005 Mississippi St.,8,2005 Stanford,93,70,23,163,1
20051403b,b,1403,2005,East,First Round,12,2005 Old Dominion,5,2005 Michigan St.,81,89,-8,170,0
20051404b,b,1404,2005,East,First Round,13,2005 Vermont,4,2005 Syracuse,60,57,3,117,1
20051405b,b,1405,2005,East,First Round,11,2005 UTEP,6,2005 Utah,54,60,-6,114,0
20051406b,b,1406,2005,East,First Round,14,2005 Niagara,3,2005 Oklahoma,67,84,-17,151,0
20051407b,b,1407,2005,East,First Round,10,2005 Iowa,7,2005 Cincinnati,64,76,-12,140,0
20051408b,b,1408,2005,East,First Round,15,2005 Eastern Kentucky,2,2005 Kentucky,64,72,-8,136,0
20052109b,b,2109,2005,Midwest,Second Round,9,2005 Nevada,1,2005 Illinois,59,71,-12,130,0
20052110b,b,2110,2005,Midwest,Second Round,4,2005 Boston College,12,2005 Milwaukee,75,83,-8,158,0
20052111b,b,2111,2005,Midwest,Second Round,3,2005 Arizona,11,2005 UAB,85,63,22,148,1
20052112b,b,2112,2005,Midwest,Second Round,2,2005 Oklahoma St.,7,2005 Southern Illinois,85,77,8,162,1
20052209b,b,2209,2005,West,Second Round,8,2005 Pacific,1,2005 Washington,79,97,-18,176,0
20052210b,b,2210,2005,West,Second Round,4,2005 Louisville,5,2005 Georgia Tech,76,54,22,130,1
20052211b,b,2211,2005,West,Second Round,3,2005 Gonzaga,6,2005 Texas Tech,69,71,-2,140,0
20052212b,b,2212,2005,West,Second Round,2,2005 Wake Forest,7,2005 West Virginia,105,111,-6,216,0
20052309b,b,2309,2005,West,Second Round,9,2005 Iowa St.,1,2005 North Carolina,65,92,-27,157,0
20052310b,b,2310,2005,West,Second Round,4,2005 Florida,5,2005 Villanova,65,76,-11,141,0
20052311b,b,2311,2005,West,Second Round,14,2005 Bucknell,6,2005 Wisconsin,62,71,-9,133,0
20052312b,b,2312,2005,West,Second Round,2,2005 Connecticut,10,2005 NC St.,62,65,-3,127,0
20052409b,b,2409,2005,South,Second Round,9,2005 Mississippi St.,1,2005 Duke,55,63,-8,118,0
20052410b,b,2410,2005,South,Second Round,13,2005 Vermont,5,2005 Michigan St.,61,72,-11,133,0
20052411b,b,2411,2005,South,Second Round,3,2005 Oklahoma,6,2005 Utah,58,67,-9,125,0
20052412b,b,2412,2005,South,Second Round,2,2005 Kentucky,7,2005 Cincinnati,69,60,9,129,1
20053113b,b,3113,2005,Midwest,Sweet 16,12,2005 Milwaukee,1,2005 Illinois,63,77,-14,140,0
20053113b,b,3113,2005,Midwest,Sweet 16,2,2005 Oklahoma St.,3,2005 Arizona,78,79,-1,157,0
20053213b,b,3213,2005,West,Sweet 16,4,2005 Louisville,1,2005 Washington,93,79,14,172,1
20053214b,b,3214,2005,West,Sweet 16,7,2005 West Virginia,6,2005 Texas Tech,65,60,5,125,1
20053313b,b,3313,2005,South,Sweet 16,5,2005 Villanova,1,2005 North Carolina,66,67,-1,133,0
20053314b,b,3314,2005,South,Sweet 16,10,2005 NC St.,6,2005 Wisconsin,56,65,-9,121,0
20053413b,b,3413,2005,East,Sweet 16,5,2005 Michigan St.,1,2005 Duke,78,68,10,146,1
20053414b,b,3414,2005,East,Sweet 16,2,2005 Kentucky,6,2005 Utah,62,52,10,114,1
20054115b,b,4115,2005,Midwest,Elite Eight,3,2005 Arizona,1,2005 Illinois,89,90,-1,179,0
20054215b,b,4215,2005,West,Elite Eight,7,2005 West Virginia,4,2005 Louisville,85,93,-8,178,0
20054315b,b,4315,2005,South,Elite Eight,6,2005 Wisconsin,1,2005 North Carolina,82,88,-6,170,0
20054415b,b,4415,2005,East,Elite Eight,2,2005 Kentucky,5,2005 Michigan St.,88,94,-6,182,0
20055516b,b,5516,2005,Final Four,Final Four,4,2005 Louisville,1,2005 Illinois,57,72,-15,129,0
20055517b,b,5517,2005,Final Four,Final Four,5,2005 Michigan St.,1,2005 North Carolina,71,87,-16,158,0
20055618b,b,5618,2005,Final Four,Championship,1,2005 North Carolina,1,2005 Illinois,75,70,5,145,1
20061101b,b,1101,2006,South,First Round,16,2006 Southern,1,2006 Duke,54,70,-16,124,0
20061102b,b,1102,2006,South,First Round,9,2006 UNC Wilmington,8,2006 George Washington,85,88,-3,173,0
20061103b,b,1103,2006,South,First Round,12,2006 Texas A&M,5,2006 Syracuse,66,58,8,124,1
20061104b,b,1104,2006,South,First Round,13,2006 Iona,4,2006 LSU,64,80,-16,144,0
20061105b,b,1105,2006,South,First Round,11,2006 Southern Illinois,6,2006 West Virginia,46,64,-18,110,0
20061106b,b,1106,2006,South,First Round,14,2006 Northwestern St.,3,2006 Iowa,64,63,1,127,1
20061107b,b,1107,2006,South,First Round,10,2006 NC St.,7,2006 California,58,52,6,110,1
20061108b,b,1108,2006,South,First Round,15,2006 Penn,2,2006 Texas,52,60,-8,112,0
20061201b,b,1201,2006,West,First Round,16,2006 Oral Roberts,1,2006 Memphis,78,94,-16,172,0
20061202b,b,1202,2006,West,First Round,9,2006 Bucknell,8,2006 Arkansas,59,55,4,114,1
20061203b,b,1203,2006,West,First Round,12,2006 Kent St.,5,2006 Pittsburgh,64,79,-15,143,0
20061204b,b,1204,2006,West,First Round,13,2006 Bradley,4,2006 Kansas,77,73,4,150,1
20061205b,b,1205,2006,West,First Round,11,2006 San Diego St.,6,2006 Indiana,83,87,-4,170,0
20061206b,b,1206,2006,West,First Round,14,2006 Xavier,3,2006 Gonzaga,75,79,-4,154,0
20061207b,b,1207,2006,West,First Round,10,2006 Alabama,7,2006 Marquette,90,85,5,175,1
20061208b,b,1208,2006,West,First Round,15,2006 Belmont,2,2006 UCLA,44,78,-34,122,0
20061301b,b,1301,2006,Midwest,First Round,16,2006 Monmouth,1,2006 Villanova,45,58,-13,103,0
20061302b,b,1302,2006,Midwest,First Round,9,2006 Wisconsin,8,2006 Arizona,75,94,-19,169,0
20061303b,b,1303,2006,Midwest,First Round,12,2006 Montana,5,2006 Nevada,87,79,8,166,1
20061304b,b,1304,2006,Midwest,First Round,13,2006 Pacific,4,2006 Boston College,76,88,-12,164,0
20061305b,b,1305,2006,Midwest,First Round,11,2006 Milwaukee,6,2006 Oklahoma,82,74,8,156,1
20061306b,b,1306,2006,Midwest,First Round,14,2006 South Alabama,3,2006 Florida,50,76,-26,126,0
20061307b,b,1307,2006,Midwest,First Round,10,2006 Northern Iowa,7,2006 Georgetown,59,54,5,113,1
20061308b,b,1308,2006,Midwest,First Round,15,2006 Davidson,2,2006 Ohio St.,62,70,-8,132,0
20061401b,b,1401,2006,East,First Round,16,2006 Albany,1,2006 Connecticut,59,72,-13,131,0
20061402b,b,1402,2006,East,First Round,9,2006 UAB,8,2006 Kentucky,64,69,-5,133,0
20061403b,b,1403,2006,East,First Round,12,2006 Utah St.,5,2006 Washington,61,75,-14,136,0
20061404b,b,1404,2006,East,First Round,13,2006 Air Force,4,2006 Illinois,69,78,-9,147,0
20061405b,b,1405,2006,East,First Round,11,2006 George Mason,6,2006 Michigan St.,75,65,10,140,1
20061406b,b,1406,2006,East,First Round,14,2006 Murray St.,3,2006 North Carolina,65,69,-4,134,0
20061407b,b,1407,2006,East,First Round,10,2006 Seton Hall,7,2006 Wichita St.,66,86,-20,152,0
20061408b,b,1408,2006,East,First Round,15,2006 Winthrop,2,2006 Tennessee,61,63,-2,124,0
20062109b,b,2109,2006,South,Second Round,8,2006 George Washington,1,2006 Duke,61,74,-13,135,0
20062110b,b,2110,2006,South,Second Round,4,2006 LSU,12,2006 Texas A&M,58,57,1,115,1
20062111b,b,2111,2006,South,Second Round,14,2006 Northwestern St.,6,2006 West Virginia,54,67,-13,121,0
20062112b,b,2112,2006,South,Second Round,2,2006 Texas,10,2006 NC St.,75,54,21,129,1
20062209b,b,2209,2006,West,Second Round,9,2006 Bucknell,1,2006 Memphis,56,72,-16,128,0
20062210b,b,2210,2006,West,Second Round,13,2006 Bradley,5,2006 Pittsburgh,72,66,6,138,1
20062211b,b,2211,2006,West,Second Round,3,2006 Gonzaga,6,2006 Indiana,90,80,10,170,1
20062212b,b,2212,2006,West,Second Round,2,2006 UCLA,10,2006 Alabama,62,59,3,121,1
20062309b,b,2309,2006,Midwest,Second Round,8,2006 Arizona,1,2006 Villanova,78,82,-4,160,0
20062310b,b,2310,2006,Midwest,Second Round,4,2006 Boston College,12,2006 Montana,69,56,13,125,1
20062311b,b,2311,2006,Midwest,Second Round,3,2006 Florida,11,2006 Milwaukee,82,60,22,142,1
20062312b,b,2312,2006,Midwest,Second Round,2,2006 Ohio St.,7,2006 Georgetown,52,70,-18,122,0
20062409b,b,2409,2006,East,Second Round,8,2006 Kentucky,1,2006 Connecticut,83,87,-4,170,0
20062410b,b,2410,2006,East,Second Round,4,2006 Illinois,5,2006 Washington,64,67,-3,131,0
20062411b,b,2411,2006,East,Second Round,3,2006 North Carolina,11,2006 George Mason,60,65,-5,125,0
20062412b,b,2412,2006,East,Second Round,2,2006 Tennessee,7,2006 Wichita St.,73,80,-7,153,0
20063113b,b,3113,2006,South,Sweet 16,4,2006 LSU,1,2006 Duke,62,54,8,116,1
20063113b,b,3113,2006,South,Sweet 16,2,2006 Texas,6,2006 West Virginia,74,71,3,145,1
20063213b,b,3213,2006,West,Sweet 16,13,2006 Bradley,1,2006 Memphis,64,80,-16,144,0
20063214b,b,3214,2006,West,Sweet 16,2,2006 UCLA,3,2006 Gonzaga,73,71,2,144,1
20063313b,b,3313,2006,Midwest,Sweet 16,4,2006 Boston College,1,2006 Villanova,59,60,-1,119,0
20063314b,b,3314,2006,Midwest,Sweet 16,7,2006 Georgetown,3,2006 Florida,53,57,-4,110,0
20063413b,b,3413,2006,East,Sweet 16,5,2006 Washington,1,2006 Connecticut,92,98,-6,190,0
20063414b,b,3414,2006,East,Sweet 16,7,2006 Wichita St.,11,2006 George Mason,55,63,-8,118,0
20064115b,b,4115,2006,South,Elite Eight,2,2006 Texas,4,2006 LSU,60,70,-10,130,0
20064215b,b,4215,2006,West,Elite Eight,2,2006 UCLA,1,2006 Memphis,50,45,5,95,1
20064315b,b,4315,2006,Midwest,Elite Eight,3,2006 Florida,1,2006 Villanova,75,62,13,137,1
20064415b,b,4415,2006,East,Elite Eight,11,2006 George Mason,1,2006 Connecticut,86,84,2,170,1
20065516b,b,5516,2006,Final Four,Final Four,2,2006 UCLA,4,2006 LSU,59,45,14,104,1
20065517b,b,5517,2006,Final Four,Final Four,11,2006 George Mason,3,2006 Florida,58,73,-15,131,0
20065618b,b,5618,2006,Final Four,Championship,3,2006 Florida,2,2006 UCLA,73,57,16,130,1
20071101b,b,1101,2007,Midwest,First Round,16,2007 Jackson St.,1,2007 Florida,69,112,-43,181,0
20071102b,b,1102,2007,Midwest,First Round,9,2007 Purdue,8,2007 Arizona,72,63,9,135,1
20071103b,b,1103,2007,Midwest,First Round,12,2007 Old Dominion,5,2007 Butler,46,57,-11,103,0
20071104b,b,1104,2007,Midwest,First Round,13,2007 Davidson,4,2007 Maryland,70,82,-12,152,0
20071105b,b,1105,2007,Midwest,First Round,11,2007 Winthrop,6,2007 Notre Dame,74,64,10,138,1
20071106b,b,1106,2007,Midwest,First Round,14,2007 Miami OH,3,2007 Oregon,56,58,-2,114,0
20071107b,b,1107,2007,Midwest,First Round,10,2007 Georgia Tech,7,2007 UNLV,63,67,-4,130,0
20071108b,b,1108,2007,Midwest,First Round,15,2007 Texas A&M Corpus Chris,2,2007 Wisconsin,63,76,-13,139,0
20071201b,b,1201,2007,West,First Round,16,2007 Niagara,1,2007 Kansas,67,107,-40,174,0
20071202b,b,1202,2007,West,First Round,9,2007 Villanova,8,2007 Kentucky,58,67,-9,125,0
20071203b,b,1203,2007,West,First Round,12,2007 Illinois,5,2007 Virginia Tech,52,54,-2,106,0
20071204b,b,1204,2007,West,First Round,13,2007 Holy Cross,4,2007 Southern Illinois,51,61,-10,112,0
20071205b,b,1205,2007,West,First Round,11,2007 VCU,6,2007 Duke,79,77,2,156,1
20071206b,b,1206,2007,West,First Round,14,2007 Wright St.,3,2007 Pittsburgh,58,79,-21,137,0
20071207b,b,1207,2007,West,First Round,10,2007 Gonzaga,7,2007 Indiana,57,70,-13,127,0
20071208b,b,1208,2007,West,First Round,15,2007 Weber St.,2,2007 UCLA,42,70,-28,112,0
20071301b,b,1301,2007,East,First Round,16,2007 Eastern Kentucky,1,2007 North Carolina,65,86,-21,151,0
20071302b,b,1302,2007,East,First Round,9,2007 Michigan St.,8,2007 Marquette,61,49,12,110,1
20071303b,b,1303,2007,East,First Round,12,2007 Arkansas,5,2007 USC,60,77,-17,137,0
20071304b,b,1304,2007,East,First Round,13,2007 New Mexico St.,4,2007 Texas,67,79,-12,146,0
20071305b,b,1305,2007,East,First Round,11,2007 George Washington,6,2007 Vanderbilt,44,77,-33,121,0
20071306b,b,1306,2007,East,First Round,14,2007 Oral Roberts,3,2007 Washington St.,54,70,-16,124,0
20071307b,b,1307,2007,East,First Round,10,2007 Texas Tech,7,2007 Boston College,75,84,-9,159,0
20071308b,b,1308,2007,East,First Round,15,2007 Belmont,2,2007 Georgetown,55,80,-25,135,0
20071401b,b,1401,2007,South,First Round,16,2007 Central Connecticut,1,2007 Ohio St.,57,78,-21,135,0
20071402b,b,1402,2007,South,First Round,9,2007 Xavier,8,2007 BYU,79,77,2,156,1
20071403b,b,1403,2007,South,First Round,12,2007 Long Beach St.,5,2007 Tennessee,86,121,-35,207,0
20071404b,b,1404,2007,South,First Round,13,2007 Albany,4,2007 Virginia,57,84,-27,141,0
20071405b,b,1405,2007,South,First Round,11,2007 Stanford,6,2007 Louisville,58,78,-20,136,0
20071406b,b,1406,2007,South,First Round,14,2007 Penn,3,2007 Texas A&M,52,68,-16,120,0
20071407b,b,1407,2007,South,First Round,10,2007 Creighton,7,2007 Nevada,71,77,-6,148,0
20071408b,b,1408,2007,South,First Round,15,2007 North Texas,2,2007 Memphis,58,73,-15,131,0
20072109b,b,2109,2007,Midwest,Second Round,9,2007 Purdue,1,2007 Florida,67,74,-7,141,0
20072110b,b,2110,2007,Midwest,Second Round,4,2007 Maryland,5,2007 Butler,59,62,-3,121,0
20072111b,b,2111,2007,Midwest,Second Round,3,2007 Oregon,11,2007 Winthrop,75,61,14,136,1
20072112b,b,2112,2007,Midwest,Second Round,2,2007 Wisconsin,7,2007 UNLV,68,74,-6,142,0
20072209b,b,2209,2007,West,Second Round,8,2007 Kentucky,1,2007 Kansas,76,88,-12,164,0
20072210b,b,2210,2007,West,Second Round,4,2007 Southern Illinois,5,2007 Virginia Tech,63,48,15,111,1
20072211b,b,2211,2007,West,Second Round,3,2007 Pittsburgh,11,2007 VCU,84,79,5,163,1
20072212b,b,2212,2007,West,Second Round,2,2007 UCLA,7,2007 Indiana,54,49,5,103,1
20072309b,b,2309,2007,East,Second Round,9,2007 Michigan St.,1,2007 North Carolina,67,81,-14,148,0
20072310b,b,2310,2007,East,Second Round,4,2007 Texas,5,2007 USC,68,87,-19,155,0
20072311b,b,2311,2007,East,Second Round,3,2007 Washington St.,6,2007 Vanderbilt,74,78,-4,152,0
20072312b,b,2312,2007,East,Second Round,2,2007 Georgetown,7,2007 Boston College,62,55,7,117,1
20072409b,b,2409,2007,South,Second Round,9,2007 Xavier,1,2007 Ohio St.,71,78,-7,149,0
20072410b,b,2410,2007,South,Second Round,4,2007 Virginia,5,2007 Tennessee,74,77,-3,151,0
20072411b,b,2411,2007,South,Second Round,3,2007 Texas A&M,6,2007 Louisville,72,69,3,141,1
20072412b,b,2412,2007,South,Second Round,2,2007 Memphis,7,2007 Nevada,78,62,16,140,1
20073113b,b,3113,2007,Midwest,Sweet 16,5,2007 Butler,1,2007 Florida,57,65,-8,122,0
20073113b,b,3113,2007,Midwest,Sweet 16,7,2007 UNLV,3,2007 Oregon,72,76,-4,148,0
20073213b,b,3213,2007,West,Sweet 16,4,2007 Southern Illinois,1,2007 Kansas,58,61,-3,119,0
20073214b,b,3214,2007,West,Sweet 16,2,2007 UCLA,3,2007 Pittsburgh,64,55,9,119,1
20073313b,b,3313,2007,East,Sweet 16,5,2007 USC,1,2007 North Carolina,64,74,-10,138,0
20073314b,b,3314,2007,East,Sweet 16,2,2007 Georgetown,6,2007 Vanderbilt,66,65,1,131,1
20073413b,b,3413,2007,South,Sweet 16,5,2007 Tennessee,1,2007 Ohio St.,84,85,-1,169,0
20073414b,b,3414,2007,South,Sweet 16,2,2007 Memphis,3,2007 Texas A&M,65,64,1,129,1
20074115b,b,4115,2007,Midwest,Elite Eight,3,2007 Oregon,1,2007 Florida,77,85,-8,162,0
20074215b,b,4215,2007,West,Elite Eight,2,2007 UCLA,1,2007 Kansas,68,55,13,123,1
